gene_name,tumor_samples_count,normal_samples_count,avg(tumor),avg(normal),avg(tumor)/avg(normal),avg(tumor)=0_count,avg(normal)=0_count
NUDC,497,52,11.3566432596,11.1924230769,1.0146724423751332,0,0
CCT6A,497,52,11.6493002012,11.3368826923,1.027557620324636,0,0
PAF1,497,52,10.916894165,10.7969980769,1.011104576217636,0,0
CCT6B,497,52,6.43245171026,6.05614423077,1.0621364791116512,0,0
OSTN,497,52,0.19523138833,0.401582692308,0.4861548868256348,408,36
GPHA2,497,52,1.74929134809,2.09502884615,0.8349724402601728,38,3
XAGE1D,497,52,0.593408249497,0.173869230769,3.4129572372962724,402,48
KRT79,497,52,0.182984909457,0.0964596153846,1.8970105647541828,371,44
RUFY1,497,52,10.2494474849,10.1332384615,1.011468103095775,0,0
RUFY3,497,52,9.21202977867,9.22548846154,0.9985411414341324,0,0
RUFY2,497,52,8.29291026157,8.48806538462,0.9770082917363374,0,0
FCGR2B,497,52,5.14790764588,5.22584615385,0.9850859543743856,0,0
FCGR2C,497,52,4.04664869215,4.14849230769,0.9754504509142883,3,0
FCGR2A,497,52,7.81412897384,7.69479615385,1.0155082496808259,0,0
NLE1,497,52,8.91135674044,8.21065192308,1.0853409478236833,0,0
ROD1,497,52,10.5326348089,10.6344019231,0.9904303866865362,0,0
CYP11A1,497,52,2.84461871227,4.91419615385,0.5788573803769042,18,0
SKIL,497,52,8.16289034205,8.66823076923,0.9417020104065247,0,0
ZNF579,497,52,8.10130643863,7.45730192308,1.0863589166963952,0,0
CYTH1,497,52,10.5854849095,10.3560038462,1.022159229246339,0,0
GCGR,497,52,0.642094567404,0.503405769231,1.2755010106173021,206,21
CYTH3,497,52,9.73402273642,9.02322692308,1.0787740150393124,0,0
CYTH2,497,52,10.8698605634,10.3501038462,1.050217536456852,0,0
QSOX1,497,52,10.3061855131,11.3909192308,0.9047720648601678,0,0
CYTH4,497,52,6.66133822938,6.58719807692,1.0112551879550906,0,0
MYBPH,497,52,0.951411871227,1.42226153846,0.6689429795426425,281,26
DPH1,497,52,10.1006193159,9.64722692308,1.0469971730149623,0,0
DPH2,497,52,8.93402193159,8.36264807692,1.0683245126915215,0,0
DPH3,497,52,8.7840555332,9.27264423077,0.9473085901485614,0,0
KRT78,497,52,0.11024527163,0.302625,0.36429664313846727,427,35
DPH5,497,52,8.92630301811,8.76251730769,1.0186916276071218,0,0
SPAST,497,52,8.98220261569,9.01373076923,0.9965022082039297,0,0
MUM1L1,497,52,6.70928873239,6.92855961538,0.968352602104575,1,0
CALCR,497,52,0.742864386318,1.240925,0.5986376181621834,150,3
PSAPL1,497,52,0.972648490946,0.882123076923,1.1026222036253237,150,12
AGR2,497,52,12.5528038229,12.0299019231,1.0434668464634467,0,0
AGR3,497,52,5.64445875252,4.09881923077,1.3770938494049632,7,3
RNF34,497,52,8.59664647887,8.67753846154,0.9906780035578341,0,0
WIBG,497,52,9.96718289738,9.50175961538,1.0489828516863453,0,0
SPDYE7P,497,52,2.47141046278,2.31643846154,1.066900979158874,1,0
WBP5,497,52,10.2947690141,10.4479346154,0.9853401072136717,0,0
CANT1,497,52,13.0644790744,12.3461865385,1.0581793036859988,0,0
CALCA,497,52,3.83937364185,3.92120384615,0.9791313567176562,25,1
CALCB,497,52,1.07154225352,0.939634615385,1.1403818420232616,111,9
OR13A1,497,52,3.44343440644,2.33223846154,1.476450398715734,6,3
psiTPTE22,497,52,6.07050402414,7.06501153846,0.8592348350880075,0,0
CKB,497,52,13.5902702213,13.9261807692,0.9758792052559752,0,0
CKM,497,52,4.80013702213,7.536775,0.636895359372251,8,0
PTGS1,497,52,7.61907102616,9.75455192308,0.7810785247994888,0,0
SLFN12,497,52,4.52330100604,5.71758461538,0.7911209558429843,1,0
PLK1S1,497,52,8.52144084507,8.77298846154,0.9713270321087454,0,0
TM2D3,497,52,9.62990905433,9.62245576923,1.0007745720296288,0,0
SLK,497,52,10.3609382294,10.7070903846,0.9676707543501735,0,0
OR51B5,497,52,0.235777263581,0.385996153846,0.6108280127461128,355,26
OR51B4,497,52,0.204956740443,0.431276923077,0.4752323379150513,374,25
OR51B6,497,52,0.0231945674044,0.00663653846154,3.4949797306003503,477,51
PAM,497,52,10.9276917505,11.3710653846,0.9610086109686581,0,0
OR51B2,497,52,0.041492555332,0.0576692307692,0.7194920892568967,464,47
DCN,497,52,11.5447229376,12.6304096154,0.9140418473493982,0,0
GPAM,497,52,8.26815734406,8.55901730769,0.9660171310359995,0,0
DCK,497,52,8.60175794769,8.62547115385,0.9972507929437038,0,0
DCI,497,52,10.6119424547,10.2054288462,1.0398330746020266,0,0
ACSM1,497,52,9.66617263581,6.84935961538,1.411252026262911,0,0
ACSM3,497,52,9.93424929577,9.32501346154,1.0653335072114385,0,0
ACSM5,497,52,2.43477907445,3.23398269231,0.7528732544667023,5,0
ACSM4,497,52,0.0202511066398,0.0490807692308,0.4126077679145952,478,50
THRA,497,52,9.78509356137,10.3426653846,0.9460901225639032,0,0
SDF4,497,52,12.0573585513,11.7824403846,1.0233328714356515,0,0
TAF4B,497,52,7.02902977867,6.65685769231,1.0559080730829504,0,0
PERP,497,52,11.9989535211,12.5751730769,0.9541780019828318,1,0
CUL9,497,52,9.44949597586,9.52326153846,0.9922541702431998,1,0
DCX,497,52,0.890030181087,1.53874230769,0.5784140571408092,164,2
EIF4ENIF1,497,52,9.15472997988,9.35938269231,0.9781339518687897,0,0
CUL5,497,52,9.88821750503,10.0026596154,0.9885588318752327,0,0
C20orf173,497,52,0.078092555332,0.0691634615385,1.1291013144066677,426,45
CUL7,497,52,10.5192863179,10.1710442308,1.0342385775970495,1,0
CUL1,497,52,10.3489128773,10.6003076923,0.9762841964270019,0,0
C20orf177,497,52,7.22413843058,8.04597115385,0.8978578586042036,0,0
CUL3,497,52,10.7156126761,10.7296923077,0.9986877879409574,0,0
SSPO,497,52,5.94769657948,4.27408269231,1.391572650239376,0,0
TRIM28,497,52,12.5412231388,12.2176884615,1.0264808419622935,0,0
TRIM29,497,52,9.34706498994,11.6344865385,0.8033929953883147,0,0
PNKP,497,52,9.80998692153,9.17429230769,1.06929086108406,0,0
CDH20,497,52,1.14175050302,2.08888461538,0.5465838058306941,82,2
TRIM25,497,52,9.64637967807,9.45391923077,1.0203577418635847,0,0
CREB5,497,52,5.01013360161,5.40702115385,0.926597743758746,0,0
CDH23,497,52,4.76130442656,6.36783653846,0.7477114712039516,0,0
CREB3,497,52,10.871927163,11.0332019231,0.9853827781614568,0,0
TDRKH,497,52,8.74132193159,8.61849038462,1.0142520953777956,0,0
CREB1,497,52,9.87616458753,10.0227384615,0.9853758656303584,0,0
TRIM23,497,52,8.39412937626,8.856725,0.9477689977116308,0,0
FLRT1,497,52,4.47704406439,4.8,0.9327175134138163,0,0
PER2,497,52,9.20658309859,9.97574423077,0.9228968672026219,0,0
FLRT3,497,52,7.72581227364,9.60163846154,0.8046347823435909,1,0
FLRT2,497,52,7.44950885312,8.60978461538,0.8652375391374327,0,0
SRP9,497,52,11.8579949698,11.85945,0.9998773104839527,0,0
GNPAT,497,52,10.303278672,10.2587615385,1.004339425709795,0,0
PTPN13,497,52,10.5963830986,10.4927769231,1.0098740472874026,0,0
C21orf34,497,52,6.41996579477,7.02987115385,0.9132408908029769,0,0
C21orf33,497,52,11.4685873239,11.0984346154,1.0333517943193484,0,0
LOC283663,497,52,4.57689396378,3.89854230769,1.174001358085025,0,0
RHOT1,497,52,9.48540342052,9.84245,0.9637238106897306,0,0
FCER2,497,52,1.52601167002,1.79903269231,0.8482400995518561,101,8
VTA1,497,52,9.57755231388,9.70524230769,0.9868431936307452,1,0
KAT5,497,52,10.1789748491,10.3058826923,0.9876858831987435,0,0
ARCN1,497,52,12.3033440644,12.3746615385,0.9942368141663059,0,0
ZNF517,497,52,8.05359054326,7.91418461538,1.0176146924351435,0,0
F2R,497,52,9.20360764588,8.62334615385,1.0672895975270908,0,0
IHH,497,52,6.96399195171,6.70064807692,1.0393012544106197,0,0
ZNF514,497,52,7.83045694165,7.611575,1.0287564586369968,0,0
NBEAL1,497,52,6.38870885312,7.13032115385,0.8959917394004883,0,0
ZFAND3,497,52,10.7694148893,10.9271365385,0.9855660585396392,1,0
NSMAF,497,52,9.69598229376,9.40566153846,1.0308665960510974,0,0
QRFP,497,52,2.3486971831,2.45105576923,0.9582389811700198,5,2
LOC338588,497,52,0.00317746478873,0.0107076923077,0.29674599320058287,495,51
AES,497,52,13.3693360161,13.4748442308,0.9921699863192682,0,0
PNRC1,497,52,10.9648076459,11.2697192308,0.972944172019699,1,0
PNRC2,497,52,11.1948792757,11.0785576923,1.010499704616513,0,0
DNAJC28,497,52,4.83408108652,4.911,0.984337423441074,0,0
DNAJC27,497,52,7.05535331992,7.56655384615,0.9324394517466923,0,0
GNAO1,497,52,6.93178913481,9.14508461538,0.7579797701540809,0,0
DNAJC25,497,52,8.37163199195,8.30773076923,1.0076917782359547,0,0
DNAJC24,497,52,7.95498490946,8.19335384615,0.9709070374387649,0,0
NTSR2,497,52,0.305222937626,0.203598076923,1.4991445019447478,328,36
DNAJC22,497,52,4.60928993964,4.28026538462,1.076870129643143,6,0
DNAJC21,497,52,10.1793935614,10.3346634615,0.9849758145731494,0,0
NTSR1,497,52,0.678487122736,1.05975769231,0.6402285424878286,175,12
DTD1,497,52,9.1636082495,8.72591538462,1.0501601087781909,0,0
TECTB,497,52,0.0393014084507,0.0204365384615,1.9230951721432386,474,50
ARHGAP8,497,52,8.86983541247,8.14793076923,1.0885997517271775,0,0
ARHGAP9,497,52,6.04426277666,5.81919423077,1.0386769262144009,0,0
RNF122,497,52,6.84640321932,7.42866730769,0.9216193074397767,0,0
ACN9,497,52,8.38892454728,7.89162692308,1.0630158557993368,0,0
ARHGAP4,497,52,7.95779376258,7.56277307692,1.0522322541790572,0,0
ARHGAP5,497,52,10.6901217304,11.1285865385,0.9606001349260425,0,0
ARHGAP6,497,52,10.7806744467,10.9205692308,0.9871897900985794,0,0
ICOSLG,497,52,8.05066136821,7.76268076923,1.0370980860271835,0,0
ARHGAP1,497,52,11.788293159,12.0834115385,0.9755765680438463,0,0
AEN,497,52,9.14081991952,8.93555384615,1.022971835534471,0,0
FAM196B,497,52,1.50604647887,3.71103461538,0.40582927268576585,103,3
FAM196A,497,52,2.95798571429,4.00167115385,0.7391876045193481,4,1
NOB1,497,52,10.2117404427,9.918575,1.0295572138796083,0,0
SETD1A,497,52,9.74263480885,9.67346346154,1.0071506288920902,0,0
TSPYL2,497,52,10.0653364185,10.6621576923,0.9440243437566856,0,0
PRLR,497,52,7.00265734406,7.71263269231,0.9079464332650756,0,0
KHDC1L,497,52,1.5041028169,1.19436923077,1.2593281693406437,102,9
SLC12A8,497,52,8.79337987928,7.68373076923,1.1444154074851807,0,0
ZFP36,497,52,12.495016499,13.0422038462,0.9580448708198002,0,0
RGS19,497,52,7.03470523139,7.03275961538,1.0002766504345546,0,0
TMEM79,497,52,10.5404762575,10.4008557692,1.0134239423574691,0,0
OR4D10,497,52,0.0249993963783,0.008475,2.9497812835716366,479,51
OMP,497,52,0.997593158954,0.493619230769,2.0209770948330448,128,19
PPP6C,497,52,10.5926100604,10.6831730769,0.9915228354058471,0,0
ZYX,497,52,11.2929704225,11.8597942308,0.9522062695857366,0,0
ZNF229,497,52,7.76267645875,7.44763653846,1.0423006572170952,0,0
ANXA11,497,52,12.3537400402,12.3436096154,1.0008207019804165,0,0
ANXA10,497,52,1.190477666,0.350561538462,3.3959163666968792,150,33
ANXA13,497,52,1.64021006036,3.05188846154,0.5374410241504504,53,4
TMEM74,497,52,1.40844185111,2.25176153846,0.6254844605210389,63,1
KCNQ4,497,52,3.93621790744,5.37051538462,0.7329311296119796,8,0
RBL2,497,52,11.1384160966,11.5263307692,0.9663453461107657,0,0
SLC39A12,497,52,0.356750301811,0.387280769231,0.9211670967279251,298,27
SLC30A5,497,52,10.1913004024,10.1496557692,1.0041030586781048,0,0
FAM86A,497,52,8.70754587525,8.28230384615,1.051343447064567,0,0
SLA,497,52,7.243577666,7.20422115385,1.0054629794545953,0,0
CNBD1,497,52,0.00935432595573,0.0,n/a,489,52
FAM86D,497,52,7.14051348089,7.19094423077,0.9929869084969214,0,0
MGC12982,497,52,5.17446136821,5.14555192308,1.0056183370733622,0,0
CCT6P1,497,52,6.41256981891,6.44634230769,0.9947609842656776,0,0
HEMGN,497,52,0.35816277666,0.456157692308,0.7851731598518523,279,23
MRPL4,497,52,9.85581690141,9.70102307692,1.0159564432800494,0,0
MRPL2,497,52,8.86930925553,8.84208653846,1.0030787661886418,1,0
MRPL3,497,52,10.8255430584,10.5652673077,1.0246350369638344,0,0
RPUSD2,497,52,7.50255070423,7.40615384615,1.0130157785098628,0,0
MRPL1,497,52,8.34819537223,8.26660769231,1.0098695478196729,0,0
TTLL8,497,52,0.119393762575,0.0467826923077,2.5520925942054267,407,47
ZCCHC18,497,52,3.28068631791,3.8773,0.8461265101765261,3,0
ZFAT,497,52,8.06066277666,7.916925,1.018155758284935,0,0
RALGAPA1,497,52,9.52217605634,9.25799038462,1.0285359630705229,0,0
MRPL9,497,52,10.0232054326,9.83574615385,1.019058978934315,0,0
ZNF611,497,52,7.09650583501,7.75941923077,0.91456662205717,0,0
HOXC11,497,52,1.50294688129,1.24438846154,1.2077795059507415,97,9
WBSCR16,497,52,10.2610221328,10.0525346154,1.0207397960205074,0,0
RUVBL1,497,52,10.0301537223,9.34703269231,1.0730842666880256,0,0
ZNF614,497,52,9.43187826962,9.01684615385,1.0460285235757874,0,0
ZNF616,497,52,7.87928692153,7.84959615385,1.0037824579890615,0,0
MOS,497,52,0.00713279678068,0.00923846153846,0.7720762543621428,491,51
ZNF618,497,52,8.99328812877,8.51916346154,1.0556538995142783,0,0
SLC3A1,497,52,4.25454668008,4.40220769231,0.9664575089255262,0,0
THOC3,497,52,9.18941468813,9.15101538462,1.0041961795384964,0,0
EIF4EBP1,497,52,9.28902012072,8.62979423077,1.076389525906037,0,0
EIF4EBP3,497,52,9.42894225352,8.80070576923,1.0713847844438584,0,0
ASPRV1,497,52,5.46669798793,5.73190192308,0.9537319481895471,0,0
EDDM3A,497,52,0.102695372233,1.88135576923,0.05458583321292256,457,37
MS4A12,497,52,0.239146076459,0.0987980769231,2.4205539612370086,350,46
EDDM3B,497,52,0.0433963782696,1.26605,0.034276986113990535,477,39
MOG,497,52,0.299930784708,0.607061538462,0.4940698194590897,301,18
MS4A15,497,52,0.936133199195,0.663757692308,1.4103538234570334,183,19
BAG2,497,52,9.13398792757,9.44969615385,0.9665906478747187,1,0
BAG3,497,52,10.5602943662,11.03055,0.9573678888357503,0,0
BAG1,497,52,10.8222118712,10.9273269231,0.9903805338131163,0,0
OR1L8,497,52,0.795243259557,0.935592307692,0.8499890956979513,111,5
BAG4,497,52,6.73871066398,7.57585961538,0.8894978267943774,0,0
BAG5,497,52,10.1293879276,10.2770173077,0.9856349974212446,0,0
KMO,497,52,2.98527907445,2.63841730769,1.1314658472498254,5,3
OR1L4,497,52,0.0180971830986,0.00627307692308,2.8848973670348266,483,51
OR1L6,497,52,0.0181034205231,0.0,n/a,480,52
OR1L1,497,52,0.0238340040241,0.0165326923077,1.4416287184547323,475,50
RTKN,497,52,9.33171750503,8.92990961538,1.044995739817268,0,0
MSRB3,497,52,9.87355734406,11.4679942308,0.8609663682575904,0,0
CTDP1,497,52,9.11294185111,9.02342307692,1.0099207111780564,0,0
LRRC37A4,497,52,8.63128973843,8.40944807692,1.0263800500910727,0,0
LRRC37A2,497,52,6.9778668008,6.92207115385,1.008060542245029,0,0
LRRC37A3,497,52,6.74682012072,6.38514230769,1.0566436573537787,0,0
SLC39A1,497,52,11.3727496982,11.3900711538,0.9984792495654279,0,0
RSBN1,497,52,9.14697203219,9.52606923077,0.9602042364597156,0,0
CD79B,497,52,5.57421267606,5.96708269231,0.9341604538583299,0,0
MEOX1,497,52,5.7874167002,5.56758461538,1.0394842826832198,0,0
MEOX2,497,52,3.63517142857,4.32825384615,0.8398702011901864,2,0
CD79A,497,52,4.9506804829,4.85029807692,1.0206961313268377,0,0
CSDC2,497,52,6.95968450704,7.76642884615,0.8961241575642435,1,0
EIF1AD,497,52,8.7911889336,8.70578076923,1.0098105117317797,0,0
ATXN1L,497,52,9.54619195171,10.0199596154,0.9527176074695022,0,0
GMFG,497,52,6.85983460765,6.81085769231,1.0071910055312856,0,0
CBLN4,497,52,1.16271509054,2.86206346154,0.4062506321639209,105,2
CBLN2,497,52,3.42873098592,3.96237115385,0.8653230232072853,12,0
CBLN3,497,52,6.3900915493,6.16912115385,1.0358187803317587,0,0
CBLN1,497,52,2.57843742455,2.02392115385,1.273981162580052,27,3
ZBTB26,497,52,6.13239074447,6.54695,0.9366790252662386,0,0
LOC100131726,497,52,0.408419919517,0.726765384615,0.5619694170399223,303,31
XIRP2,497,52,1.27328873239,2.16316153846,0.5886239699416723,281,26
MGC2889,497,52,0.184977665996,0.492921153846,0.37526826461521556,364,27
SLC39A7,497,52,12.9734778672,12.4762903846,1.039850585972327,0,0
PDHA2,497,52,0.0166625754527,0.0282115384615,0.5906298047315934,482,49
CPSF3L,497,52,11.0894050302,10.6929576923,1.0370755547044384,0,0
PDHA1,497,52,10.2477859155,10.3217211538,0.9928369273640332,0,0
COL4A3BP,497,52,10.2237698189,10.49015,0.974606637551749,0,0
SAP18,497,52,11.5714118712,11.4453980769,1.0110099966342252,0,0
SNORD50B,497,52,0.0,0.0,n/a,497,52
LCAT,497,52,6.2063889336,6.76283461538,0.9177200518082818,0,0
SNHG10,497,52,6.69388752515,5.69164615385,1.1760898945953417,0,0
EVI5,497,52,8.66920482897,8.95617884615,0.9679579849722139,0,0
PAR1,497,52,1.58377384306,1.12750769231,1.4046678828565764,37,7
MZF1,497,52,9.0989722334,8.54274615385,1.0651109221247106,0,0
ATXN10,497,52,11.3632943662,11.2381346154,1.011137057447348,0,0
PSIP1,497,52,9.82138732394,10.5728230769,0.9289276149319526,0,0
LOC92973,497,52,5.67480482897,6.24778076923,0.9082912859108737,0,0
FSCN3,497,52,1.11905251509,1.17532307692,0.9521233242694032,50,6
FSCN2,497,52,4.42029496982,3.57610769231,1.236063158647904,0,0
FSCN1,497,52,7.97468832998,8.16178653846,0.9770763168578375,0,0
SLPI,497,52,7.86352152918,9.64949807692,0.8149150833016675,0,0
MRPS17,497,52,8.13288209256,7.62964807692,1.065957696942059,0,0
PCNAP1,497,52,0.0104422535211,0.0252153846154,0.41412231779941394,487,50
MYL12B,497,52,12.4519191147,12.554725,0.9918113789579722,0,0
MYL12A,497,52,11.9757490946,11.9901884615,0.9987957347778662,0,0
G2E3,497,52,8.30802575453,8.44088076923,0.984260527030793,0,0
CKMT2,497,52,5.42769315895,6.99141730769,0.776336602448534,0,0
SNORD65,497,52,0.0,0.0,n/a,497,52
RPS6KC1,497,52,10.1078221328,9.71080961538,1.0408835651337647,0,0
KRTAP22-1,497,52,0.0,0.0,n/a,497,52
MRPS14,497,52,8.7035971831,8.61226153846,1.0106053031749158,0,0
RFPL4B,497,52,0.521167404427,0.262175,1.9878607968973374,231,33
BAGE,497,52,0.132960965795,0.00055,241.74721053594294,418,51
RILPL1,497,52,8.56795593561,8.68605769231,0.9864032958474821,0,0
OR2T35,497,52,0.0252700201207,0.00905,2.792267416654624,479,51
RILPL2,497,52,9.01579617706,9.57638846154,0.9414609916120691,0,0
NLRP10,497,52,0.0693350100604,0.246605769231,0.2811572911559897,442,34
IDO2,497,52,1.11764688129,0.974609615385,1.146763651461271,95,11
TMPO,497,52,9.51872334004,9.63613269231,0.9878157186065758,0,0
IDO1,497,52,5.97632173038,5.66730384615,1.0545264366649696,0,0
CAMK1D,497,52,5.03778672032,6.40948653846,0.7859891256642133,0,0
CAMK1G,497,52,4.2783527163,5.68712692308,0.7522871872152728,0,0
NLRP12,497,52,4.74859114688,2.47872692308,1.915737914762595,2,1
LDHAL6B,497,52,0.783696579477,0.954984615385,0.8206379106549597,137,10
ECM2,497,52,7.55699517103,8.07921730769,0.9353622861252987,0,0
ECM1,497,52,7.49468390342,8.06547692308,0.9292300969799756,0,0
LDHAL6A,497,52,0.725448088531,1.27855192308,0.5673982225026468,137,6
SMCR8,497,52,9.91688712274,9.80256538462,1.0116624305613362,0,0
HHAT,497,52,7.56531026157,8.33827307692,0.9072994122136748,0,0
OR52D1,497,52,0.101816901408,0.105842307692,0.9619678900467743,420,43
FMR1,497,52,9.51734748491,9.78762692308,0.972385600688333,0,0
MICALCL,497,52,4.92062615694,4.18186346154,1.1766587317347288,3,0
SMCR5,497,52,0.502924949698,0.6383,0.7879131281500692,209,12
SMCR7,497,52,8.59623118712,8.73286153846,0.9843544580734448,0,0
LYPD6,497,52,6.68807082495,6.60544423077,1.012508862582713,0,0
RAB3IL1,497,52,7.04119859155,6.91977307692,1.0175476151134437,0,0
LYPD4,497,52,0.276120120724,0.101471153846,2.7211686302787825,325,48
HIST4H4,497,52,5.89216760563,4.89459615385,1.2038107783425116,0,0
LYPD2,497,52,0.0868668008048,0.196861538462,0.441258366076421,429,37
LYPD3,497,52,8.47875694165,8.57051538462,0.9892937076887818,0,0
LYPD1,497,52,4.73889637827,4.07820384615,1.1620057645570785,1,0
CATSPER4,497,52,0.123124547284,0.0334865384615,3.6768371094886088,407,49
CALCOCO1,497,52,11.0195442656,11.3312442308,0.9724919912740677,0,0
CALCOCO2,497,52,10.9444881288,11.2310519231,0.9744846879644934,0,0
AMHR2,497,52,2.13731730382,1.20624423077,1.771877741922923,14,6
NAP1L4,497,52,11.3201678068,11.3316230769,0.9989890883235112,0,0
CATSPER1,497,52,0.94914668008,0.83865,1.1317554165390602,112,8
CATSPER2,497,52,5.06329517103,4.35108269231,1.163686265944242,0,0
CATSPER3,497,52,3.28556559356,3.03267307692,1.0833893104280379,0,0
ANKRD30A,497,52,1.05383420523,0.122438461538,8.607051999753754,308,43
RGS5,497,52,11.2190024145,11.502375,0.9753639934784705,0,0
RGS6,497,52,2.19604064386,2.80086730769,0.7840573660280046,15,0
ANKRD30B,497,52,1.12389818913,0.709159615385,1.5848310658881188,158,14
LRRC8C,497,52,7.32297726358,7.63776538462,0.958785311516904,0,0
RGS1,497,52,9.33571146881,9.46851538462,0.9859741564112268,0,0
RGS2,497,52,10.7918291751,11.5071692308,0.9378352710928968,0,0
RGS3,497,52,9.50129496982,9.43786730769,1.0067205503170096,0,0
LOC100133669,497,52,1.70469657948,2.57934038462,0.6609040782847492,27,0
PLAG1,497,52,4.9194028169,6.65188076923,0.7395506605675815,0,0
RGS9,497,52,4.89854104628,6.51970192308,0.751344325871548,1,0
TRDN,497,52,1.39714024145,2.44669807692,0.5710309149405596,181,15
PGLYRP4,497,52,0.551331991952,0.712455769231,0.7738473260550296,230,17
TTBK1,497,52,2.67920643863,3.84727884615,0.6963899799751229,8,0
COL1A2,497,52,13.1066313883,13.2140673077,0.991869579830293,0,0
ZNF643,497,52,4.97021609658,4.21693269231,1.1786330158045646,0,0
LOC151009,497,52,6.63853742455,6.20783846154,1.0693798599427609,0,0
SERTAD2,497,52,9.34549899396,9.72144615385,0.9613280623136885,0,0
KIAA1377,497,52,6.21303380282,7.31475576923,0.849383629314294,0,0
LOXL3,497,52,5.37798450704,5.80815384615,0.9259369929747209,0,0
SEPT6,497,52,9.66355150905,9.76007115385,0.9901107642280055,0,0
IL1RAP,497,52,7.63144285714,8.09249423077,0.9430272842366241,0,0
ARAP3,497,52,7.62750523139,8.31249615385,0.9175950388691752,0,0
CATSPERG,497,52,5.09102112676,4.63763846154,1.097761537252669,0,0
LOC100133545,497,52,2.46380261569,2.38001923077,1.0352028184654016,14,0
CATSPERB,497,52,3.76116237425,2.66181153846,1.413008516906246,3,0
BIK,497,52,9.0754637827,7.67463461538,1.1825271478727402,0,0
SNORD61,497,52,0.0,0.0,n/a,497,52
ARAP1,497,52,10.8477054326,10.9696115385,0.9888869259008362,0,0
ZNF605,497,52,8.91882736419,8.55844038462,1.0421089548298492,0,0
SH2B2,497,52,4.89043822938,4.15271730769,1.1776477585694138,0,0
XIAP,497,52,10.5475792757,10.64245,0.9910856311896157,0,0
SNHG12,497,52,7.34517887324,6.39946538462,1.147780077207323,0,0
GAL,497,52,5.32478933602,2.39446923077,2.223786911768122,2,5
SNORD115-35,497,52,0.0,0.0,n/a,497,52
RDH14,497,52,8.96592132797,8.80153076923,1.0186774963409466,0,0
SECTM1,497,52,8.25378028169,8.57271730769,0.9627962739753491,0,0
KANK4,497,52,4.92499396378,6.49715769231,0.7580228458382103,1,0
RD3,497,52,1.08135895372,1.15507692308,0.9361791687793246,108,12
KANK2,497,52,11.0713517103,12.2843846154,0.9012540763658702,0,0
KANK3,497,52,7.08845452716,7.16570576923,0.9892193114599397,0,0
RDH12,497,52,5.06618812877,4.40937692308,1.1489578271837513,0,1
CYBASC3,497,52,11.0293993964,10.2592480769,1.0750689829976483,0,0
SLC25A34,497,52,4.22693078471,4.18313076923,1.0104706302274016,0,0
POLD3,497,52,7.98807062374,8.36990192308,0.9543804332662835,0,0
EPDR1,497,52,9.97496036217,10.3753788462,0.9614068565670502,0,0
DEDD2,497,52,9.40443480885,9.52658076923,0.9871784049979231,0,0
BID,497,52,8.55323742455,8.29971730769,1.0305456327554687,0,0
FAM178A,497,52,9.130138833,9.40185769231,0.9710994498957356,0,0
DOLK,497,52,9.44004547284,9.17742307692,1.028616136982321,0,0
PCDHB8,497,52,5.58736076459,4.54632115385,1.2289850574811814,1,0
SH2B3,497,52,8.32169476861,8.46680384615,0.9828614102583593,0,0
MYH11,497,52,15.3185185111,17.2853211538,0.8862154411089944,0,0
KIAA0664P3,497,52,5.12043460765,5.31602115385,0.963208094825061,1,0
UBR3,497,52,10.356584507,10.6304846154,0.9742344664187774,0,0
WDR5B,497,52,8.69604064386,8.43331153846,1.031153729374685,0,0
SNORD114-10,497,52,0.0,0.0,n/a,497,52
UBR2,497,52,9.29156841046,9.61078846154,0.966785238031908,1,0
SFRS12IP1,497,52,8.95124305835,9.43878846154,0.948346611943362,0,0
GADD45A,497,52,8.32396599598,9.26314615385,0.8986111044485309,0,0
TARSL2,497,52,8.47607625755,8.41322307692,1.007470761210956,0,0
CDK2AP1,497,52,11.2940279678,11.2258788462,1.0060707159401014,0,0
CDK2AP2,497,52,10.5129661972,10.3550557692,1.015249597053987,0,0
NALCN,497,52,3.53376036217,3.59684615385,0.9824608034442461,6,0
UBR7,497,52,9.90841126761,9.98125961538,0.9927014875290194,0,0
KRTAP13-1,497,52,0.0947221327968,0.0264096153846,3.586653247966646,435,50
KIAA0427,497,52,9.06849859155,9.51349423077,0.9532247953879346,0,0
CIAPIN1,497,52,9.51228490946,9.29730961538,1.023122312041367,0,0
LOC730668,497,52,2.63243199195,1.94151346154,1.355865948962189,13,1
HSP90AB1,497,52,14.9289615694,14.7390057692,1.01288796565792,1,0
PTP4A1,497,52,11.2608434608,11.4325692308,0.9849792494986633,1,0
UBR5,497,52,10.9828609658,10.9874461538,0.9995826884621611,0,0
PTP4A3,497,52,10.7285724346,9.18994038462,1.1674256834753836,0,0
PTP4A2,497,52,10.5996955734,11.0395519231,0.960156322222027,0,0
VIPR2,497,52,6.99282997988,7.86281730769,0.8893542487675619,1,0
NUCB2,497,52,11.1451120724,11.0766288462,1.0061826777110565,0,0
TRIM72,497,52,0.628632394366,1.04405384615,0.602107254029085,294,20
REC8,497,52,6.41946177062,7.69174038462,0.834591581310208,0,0
ZSCAN22,497,52,6.81590965795,6.52907884615,1.0439312831951486,0,0
TNNI3,497,52,0.927942253521,0.579817307692,1.6004045433110095,219,32
STRADB,497,52,8.48030482897,7.80440576923,1.0866048075572694,0,0
GPR3,497,52,3.45166317907,3.91438846154,0.881788614745162,1,0
